Account Type,Account Address,Original Vesting,Delegated Free,Delegated Vesting,End Time,Start Time,Periods
Periodic,quick1e0mjh0ffrec0s2df97qusvkypz9w5ggyndyk3g,2513309603uqck,,,1718496000,1671195600,"{length: 7729200, amount: 418884933uqck}; {length: 2678400, amount: 139628311uqck}; {length: 2592000, amount: 139628311uqck}; {length: 2678400, amount: 139628311uqck}; {length: 2592000, amount: 139628311uqck}; {length: 2678400, amount: 139628311uqck}; {length: 2678400, amount: 139628311uqck}; {length: 2592000, amount: 139628311uqck}; {length: 2678400, amount: 139628311uqck}; {length: 2592000, amount: 139628311uqck}; {length: 2678400, amount: 139628311uqck}; {length: 2678400, amount: 139628311uqck}; {length: 2505600, amount: 139628311uqck}; {length: 2678400, amount: 139628311uqck}; {length: 2592000, amount: 139628311uqck}; {length: 2678400, amount: 139628316uqck}"
Periodic,quick1esrse3qku0r8vahgmpgkr38ekr748p2el2y5ep,5129777436uqck,,4270000000uqck,1718496000,1671195600,"{length: 7729200, amount: 854962905uqck}; {length: 2678400, amount: 284987635uqck}; {length: 2592000, amount: 284987635uqck}; {length: 2678400, amount: 284987635uqck}; {length: 2592000, amount: 284987635uqck}; {length: 2678400, amount: 284987635uqck}; {length: 2678400, amount: 284987635uqck}; {length: 2592000, amount: 284987635uqck}; {length: 2678400, amount: 284987635uqck}; {length: 2592000, amount: 284987635uqck}; {length: 2678400, amount: 284987635uqck}; {length: 2678400, amount: 284987635uqck}; {length: 2505600, amount: 284987635uqck}; {length: 2678400, amount: 284987635uqck}; {length: 2592000, amount: 284987635uqck}; {length: 2678400, amount: 284987641uqck}"
Periodic,quick1e34adm432vmt8lrusq8k67p9hzvqcwak3l9ppu,1875604181uqck,,,1718496000,1671195600,"{length: 7729200, amount: 312600696uqck}; {length: 2678400, amount: 104200232uqck}; {length: 2592000, amount: 104200232uqck}; {length: 2678400, amount: 104200232uqck}; {length: 2592000, amount: 104200232uqck}; {length: 2678400, amount: 104200232uqck}; {length: 2678400, amount: 104200232uqck}; {length: 2592000, amount: 104200232uqck}; {length: 2678400, amount: 104200232uqck}; {length: 2592000, amount: 104200232uqck}; {length: 2678400, amount: 104200232uqck}; {length: 2678400, amount: 104200232uqck}; {length: 2505600, amount: 104200232uqck}; {length: 2678400, amount: 104200232uqck}; {length: 2592000, amount: 104200232uqck}; {length: 2678400, amount: 104200237uqck}"
Periodic,quick1e3kaa2x0vpcjwsmvxcaspz72z5hvq52u8grk8j,10147018621uqck,,10147000000uqck,1718496000,1671195600,"{length: 7729200, amount: 1691169768uqck}; {length: 2678400, amount: 563723256uqck}; {length: 2592000, amount: 563723256uqck}; {length: 2678400, amount: 563723256uqck}; {length: 2592000, amount: 563723256uqck}; {length: 2678400, amount: 563723256uqck}; {length: 2678400, amount: 563723256uqck}; {length: 2592000, amount: 563723256uqck}; {length: 2678400, amount: 563723256uqck}; {length: 2592000, amount: 563723256uqck}; {length: 2678400, amount: 563723256uqck}; {length: 2678400, amount: 563723256uqck}; {length: 2505600, amount: 563723256uqck}; {length: 2678400, amount: 563723256uqck}; {length: 2592000, amount: 563723256uqck}; {length: 2678400, amount: 563723269uqck}"
Periodic,quick1ej9qdfwx90azxvtdr09cmf8vd9kpc7n6r636l4,468901045uqck,,,1718496000,1671195600,"{length: 7729200, amount: 78150174uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2505600, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050059uqck}"
Periodic,quick1ejdqtg5tlhdpe5gln8f8spk0ph629jlh2n7d2l,1181630634uqck,100231242uqck,921630605uqck,1718496000,1671195600,"{length: 7729200, amount: 196938438uqck}; {length: 2678400, amount: 65646146uqck}; {length: 2592000, amount: 65646146uqck}; {length: 2678400, amount: 65646146uqck}; {length: 2592000, amount: 65646146uqck}; {length: 2678400, amount: 65646146uqck}; {length: 2678400, amount: 65646146uqck}; {length: 2592000, amount: 65646146uqck}; {length: 2678400, amount: 65646146uqck}; {length: 2592000, amount: 65646146uqck}; {length: 2678400, amount: 65646146uqck}; {length: 2678400, amount: 65646146uqck}; {length: 2505600, amount: 65646146uqck}; {length: 2678400, amount: 65646146uqck}; {length: 2592000, amount: 65646146uqck}; {length: 2678400, amount: 65646152uqck}"
Periodic,quick1e5wx2kgm4cvhldd2yvelq3s4s88awgtxkzy25e,8562133088uqck,,5410000000uqck,1718496000,1671195600,"{length: 7729200, amount: 1427022180uqck}; {length: 2678400, amount: 475674060uqck}; {length: 2592000, amount: 475674060uqck}; {length: 2678400, amount: 475674060uqck}; {length: 2592000, amount: 475674060uqck}; {length: 2678400, amount: 475674060uqck}; {length: 2678400, amount: 475674060uqck}; {length: 2592000, amount: 475674060uqck}; {length: 2678400, amount: 475674060uqck}; {length: 2592000, amount: 475674060uqck}; {length: 2678400, amount: 475674060uqck}; {length: 2678400, amount: 475674060uqck}; {length: 2505600, amount: 475674060uqck}; {length: 2678400, amount: 475674060uqck}; {length: 2592000, amount: 475674060uqck}; {length: 2678400, amount: 475674068uqck}"
Periodic,quick1e40zpklfccjcng0szmte6aq9qwm7td2gf8vwfp,478279066uqck,39259166uqck,478279066uqck,1718496000,1671195600,"{length: 7729200, amount: 79713177uqck}; {length: 2678400, amount: 26571059uqck}; {length: 2592000, amount: 26571059uqck}; {length: 2678400, amount: 26571059uqck}; {length: 2592000, amount: 26571059uqck}; {length: 2678400, amount: 26571059uqck}; {length: 2678400, amount: 26571059uqck}; {length: 2592000, amount: 26571059uqck}; {length: 2678400, amount: 26571059uqck}; {length: 2592000, amount: 26571059uqck}; {length: 2678400, amount: 26571059uqck}; {length: 2678400, amount: 26571059uqck}; {length: 2505600, amount: 26571059uqck}; {length: 2678400, amount: 26571059uqck}; {length: 2592000, amount: 26571059uqck}; {length: 2678400, amount: 26571063uqck}"
Periodic,quick1e4hdspts9ux0acemh06n53s9acp23l27hruag3,16955461799uqck,742141865uqck,13187581402uqck,1718496000,1671195600,"{length: 7729200, amount: 2825910297uqck}; {length: 2678400, amount: 941970100uqck}; {length: 2592000, amount: 941970100uqck}; {length: 2678400, amount: 941970100uqck}; {length: 2592000, amount: 941970100uqck}; {length: 2678400, amount: 941970100uqck}; {length: 2678400, amount: 941970100uqck}; {length: 2592000, amount: 941970100uqck}; {length: 2678400, amount: 941970100uqck}; {length: 2592000, amount: 941970100uqck}; {length: 2678400, amount: 941970100uqck}; {length: 2678400, amount: 941970100uqck}; {length: 2505600, amount: 941970100uqck}; {length: 2678400, amount: 941970100uqck}; {length: 2592000, amount: 941970100uqck}; {length: 2678400, amount: 941970102uqck}"
Periodic,quick1ehpe7k5axqjuln30glxrcpwzvunkynhwdv6zh8,2250725018uqck,,,1718496000,1671195600,"{length: 7729200, amount: 375120834uqck}; {length: 2678400, amount: 125040278uqck}; {length: 2592000, amount: 125040278uqck}; {length: 2678400, amount: 125040278uqck}; {length: 2592000, amount: 125040278uqck}; {length: 2678400, amount: 125040278uqck}; {length: 2678400, amount: 125040278uqck}; {length: 2592000, amount: 125040278uqck}; {length: 2678400, amount: 125040278uqck}; {length: 2592000, amount: 125040278uqck}; {length: 2678400, amount: 125040278uqck}; {length: 2678400, amount: 125040278uqck}; {length: 2505600, amount: 125040278uqck}; {length: 2678400, amount: 125040278uqck}; {length: 2592000, amount: 125040278uqck}; {length: 2678400, amount: 125040292uqck}"
Periodic,quick1eh90euyxp9dd4wwsjvrcsxsw9jwjjzf8266rw8,3948146802uqck,,3448146843uqck,1718496000,1671195600,"{length: 7729200, amount: 658024467uqck}; {length: 2678400, amount: 219341489uqck}; {length: 2592000, amount: 219341489uqck}; {length: 2678400, amount: 219341489uqck}; {length: 2592000, amount: 219341489uqck}; {length: 2678400, amount: 219341489uqck}; {length: 2678400, amount: 219341489uqck}; {length: 2592000, amount: 219341489uqck}; {length: 2678400, amount: 219341489uqck}; {length: 2592000, amount: 219341489uqck}; {length: 2678400, amount: 219341489uqck}; {length: 2678400, amount: 219341489uqck}; {length: 2505600, amount: 219341489uqck}; {length: 2678400, amount: 219341489uqck}; {length: 2592000, amount: 219341489uqck}; {length: 2678400, amount: 219341489uqck}"
Periodic,quick1ehw0nad9xddcqy4fyvhtwgmefygrqdfx2k6qz3,10381469143uqck,264427391uqck,8651224288uqck,1718496000,1671195600,"{length: 7729200, amount: 1730244855uqck}; {length: 2678400, amount: 576748285uqck}; {length: 2592000, amount: 576748285uqck}; {length: 2678400, amount: 576748285uqck}; {length: 2592000, amount: 576748285uqck}; {length: 2678400, amount: 576748285uqck}; {length: 2678400, amount: 576748285uqck}; {length: 2592000, amount: 576748285uqck}; {length: 2678400, amount: 576748285uqck}; {length: 2592000, amount: 576748285uqck}; {length: 2678400, amount: 576748285uqck}; {length: 2678400, amount: 576748285uqck}; {length: 2505600, amount: 576748285uqck}; {length: 2678400, amount: 576748285uqck}; {length: 2592000, amount: 576748285uqck}; {length: 2678400, amount: 576748298uqck}"
Periodic,quick1ec3vmj3g826yuw397fdry36tsfu5hc3lc32gl8,468901045uqck,,,1718496000,1671195600,"{length: 7729200, amount: 78150174uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2505600, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050059uqck}"
Periodic,quick1ecmakhasgm4n9p97l8y0eh8anjgxff6guljjyg,7774379331uqck,,6046000000uqck,1718496000,1671195600,"{length: 7729200, amount: 1295729886uqck}; {length: 2678400, amount: 431909963uqck}; {length: 2592000, amount: 431909963uqck}; {length: 2678400, amount: 431909963uqck}; {length: 2592000, amount: 431909963uqck}; {length: 2678400, amount: 431909963uqck}; {length: 2678400, amount: 431909963uqck}; {length: 2592000, amount: 431909963uqck}; {length: 2678400, amount: 431909963uqck}; {length: 2592000, amount: 431909963uqck}; {length: 2678400, amount: 431909963uqck}; {length: 2678400, amount: 431909963uqck}; {length: 2505600, amount: 431909963uqck}; {length: 2678400, amount: 431909963uqck}; {length: 2592000, amount: 431909963uqck}; {length: 2678400, amount: 431909963uqck}"
Periodic,quick1eecmt04tqevnpdvj9uuxvy4j08lnkdfpdp773s,5448630147uqck,,4540000000uqck,1718496000,1671195600,"{length: 7729200, amount: 908105022uqck}; {length: 2678400, amount: 302701675uqck}; {length: 2592000, amount: 302701675uqck}; {length: 2678400, amount: 302701675uqck}; {length: 2592000, amount: 302701675uqck}; {length: 2678400, amount: 302701675uqck}; {length: 2678400, amount: 302701675uqck}; {length: 2592000, amount: 302701675uqck}; {length: 2678400, amount: 302701675uqck}; {length: 2592000, amount: 302701675uqck}; {length: 2678400, amount: 302701675uqck}; {length: 2678400, amount: 302701675uqck}; {length: 2505600, amount: 302701675uqck}; {length: 2678400, amount: 302701675uqck}; {length: 2592000, amount: 302701675uqck}; {length: 2678400, amount: 302701675uqck}"
Periodic,quick1empqc2hf775gd7mthaethf53u3qpkuh4466lrd,9865677994uqck,,7125677965uqck,1718496000,1671195600,"{length: 7729200, amount: 1644279663uqck}; {length: 2678400, amount: 548093222uqck}; {length: 2592000, amount: 548093222uqck}; {length: 2678400, amount: 548093222uqck}; {length: 2592000, amount: 548093222uqck}; {length: 2678400, amount: 548093222uqck}; {length: 2678400, amount: 548093222uqck}; {length: 2592000, amount: 548093222uqck}; {length: 2678400, amount: 548093222uqck}; {length: 2592000, amount: 548093222uqck}; {length: 2678400, amount: 548093222uqck}; {length: 2678400, amount: 548093222uqck}; {length: 2505600, amount: 548093222uqck}; {length: 2678400, amount: 548093222uqck}; {length: 2592000, amount: 548093222uqck}; {length: 2678400, amount: 548093223uqck}"
Periodic,quick1eu8eadxd7tlyxujcl6uctrhvytvh4rvaue0jzf,12519657910uqck,,8661000000uqck,1718496000,1671195600,"{length: 7729200, amount: 2086609650uqck}; {length: 2678400, amount: 695536550uqck}; {length: 2592000, amount: 695536550uqck}; {length: 2678400, amount: 695536550uqck}; {length: 2592000, amount: 695536550uqck}; {length: 2678400, amount: 695536550uqck}; {length: 2678400, amount: 695536550uqck}; {length: 2592000, amount: 695536550uqck}; {length: 2678400, amount: 695536550uqck}; {length: 2592000, amount: 695536550uqck}; {length: 2678400, amount: 695536550uqck}; {length: 2678400, amount: 695536550uqck}; {length: 2505600, amount: 695536550uqck}; {length: 2678400, amount: 695536550uqck}; {length: 2592000, amount: 695536550uqck}; {length: 2678400, amount: 695536560uqck}"
Periodic,quick1eufc7grtzdylzc9200uxay3ptuuujpumvqq94j,4829680767uqck,,3752365240uqck,1718496000,1671195600,"{length: 7729200, amount: 804946794uqck}; {length: 2678400, amount: 268315598uqck}; {length: 2592000, amount: 268315598uqck}; {length: 2678400, amount: 268315598uqck}; {length: 2592000, amount: 268315598uqck}; {length: 2678400, amount: 268315598uqck}; {length: 2678400, amount: 268315598uqck}; {length: 2592000, amount: 268315598uqck}; {length: 2678400, amount: 268315598uqck}; {length: 2592000, amount: 268315598uqck}; {length: 2678400, amount: 268315598uqck}; {length: 2678400, amount: 268315598uqck}; {length: 2505600, amount: 268315598uqck}; {length: 2678400, amount: 268315598uqck}; {length: 2592000, amount: 268315598uqck}; {length: 2678400, amount: 268315601uqck}"
Periodic,quick1e7cjvf2yq29c8wt8zk07549h6x38klxln80l94,8918497882uqck,,7432000000uqck,1718496000,1671195600,"{length: 7729200, amount: 1486416312uqck}; {length: 2678400, amount: 495472104uqck}; {length: 2592000, amount: 495472104uqck}; {length: 2678400, amount: 495472104uqck}; {length: 2592000, amount: 495472104uqck}; {length: 2678400, amount: 495472104uqck}; {length: 2678400, amount: 495472104uqck}; {length: 2592000, amount: 495472104uqck}; {length: 2678400, amount: 495472104uqck}; {length: 2592000, amount: 495472104uqck}; {length: 2678400, amount: 495472104uqck}; {length: 2678400, amount: 495472104uqck}; {length: 2505600, amount: 495472104uqck}; {length: 2678400, amount: 495472104uqck}; {length: 2592000, amount: 495472104uqck}; {length: 2678400, amount: 495472114uqck}"
Periodic,quick16q2vh6qgf5j2x32ymuyata0f9rqnuv3e98jwxj,8027585896uqck,,6566515144uqck,1718496000,1671195600,"{length: 7729200, amount: 1337930982uqck}; {length: 2678400, amount: 445976994uqck}; {length: 2592000, amount: 445976994uqck}; {length: 2678400, amount: 445976994uqck}; {length: 2592000, amount: 445976994uqck}; {length: 2678400, amount: 445976994uqck}; {length: 2678400, amount: 445976994uqck}; {length: 2592000, amount: 445976994uqck}; {length: 2678400, amount: 445976994uqck}; {length: 2592000, amount: 445976994uqck}; {length: 2678400, amount: 445976994uqck}; {length: 2678400, amount: 445976994uqck}; {length: 2505600, amount: 445976994uqck}; {length: 2678400, amount: 445976994uqck}; {length: 2592000, amount: 445976994uqck}; {length: 2678400, amount: 445976998uqck}"
Periodic,quick16pphtz8560dgx4hutdgkkg76uync6w24gcjle7,6986625575uqck,260071562uqck,5295067562uqck,1718496000,1671195600,"{length: 7729200, amount: 1164437595uqck}; {length: 2678400, amount: 388145865uqck}; {length: 2592000, amount: 388145865uqck}; {length: 2678400, amount: 388145865uqck}; {length: 2592000, amount: 388145865uqck}; {length: 2678400, amount: 388145865uqck}; {length: 2678400, amount: 388145865uqck}; {length: 2592000, amount: 388145865uqck}; {length: 2678400, amount: 388145865uqck}; {length: 2592000, amount: 388145865uqck}; {length: 2678400, amount: 388145865uqck}; {length: 2678400, amount: 388145865uqck}; {length: 2505600, amount: 388145865uqck}; {length: 2678400, amount: 388145865uqck}; {length: 2592000, amount: 388145865uqck}; {length: 2678400, amount: 388145870uqck}"
Periodic,quick16pj5gljqnqs0ajxakccfjhu05yczp987dkgpk8,8072289156635uqck,1069760843365uqck,8072289156635uqck,1765843200,1671195600,"{length: 15678000, amount: 1345381526105uqck}; {length: 2592000, amount: 224230254351uqck}; {length: 2678400, amount: 224230254351uqck}; {length: 2678400, amount: 224230254351uqck}; {length: 2592000, amount: 224230254351uqck}; {length: 2678400, amount: 224230254351uqck}; {length: 2592000, amount: 224230254351uqck}; {length: 2678400, amount: 224230254351uqck}; {length: 2678400, amount: 224230254351uqck}; {length: 2505600, amount: 224230254351uqck}; {length: 2678400, amount: 224230254351uqck}; {length: 2592000, amount: 224230254351uqck}; {length: 2678400, amount: 224230254351uqck}; {length: 2592000, amount: 224230254351uqck}; {length: 2678400, amount: 224230254351uqck}; {length: 2678400, amount: 224230254351uqck}; {length: 2592000, amount: 224230254351uqck}; {length: 2678400, amount: 224230254351uqck}; {length: 2592000, amount: 224230254351uqck}; {length: 2678400, amount: 224230254351uqck}; {length: 2678400, amount: 224230254351uqck}; {length: 2419200, amount: 224230254351uqck}; {length: 2678400, amount: 224230254351uqck}; {length: 2592000, amount: 224230254351uqck}; {length: 2678400, amount: 224230254351uqck}; {length: 2592000, amount: 224230254351uqck}; {length: 2678400, amount: 224230254351uqck}; {length: 2678400, amount: 224230254351uqck}; {length: 2592000, amount: 224230254351uqck}; {length: 2678400, amount: 224230254351uqck}; {length: 2592000, amount: 224230254351uqck}"
Periodic,quick16zut3eksjuqqz5alh0zvwkpjlk23zwmzzhm8xw,9237350593uqck,,7697000001uqck,1718496000,1671195600,"{length: 7729200, amount: 1539558432uqck}; {length: 2678400, amount: 513186144uqck}; {length: 2592000, amount: 513186144uqck}; {length: 2678400, amount: 513186144uqck}; {length: 2592000, amount: 513186144uqck}; {length: 2678400, amount: 513186144uqck}; {length: 2678400, amount: 513186144uqck}; {length: 2592000, amount: 513186144uqck}; {length: 2678400, amount: 513186144uqck}; {length: 2592000, amount: 513186144uqck}; {length: 2678400, amount: 513186144uqck}; {length: 2678400, amount: 513186144uqck}; {length: 2505600, amount: 513186144uqck}; {length: 2678400, amount: 513186144uqck}; {length: 2592000, amount: 513186144uqck}; {length: 2678400, amount: 513186145uqck}"
Periodic,quick1680n4qdl0usvmmydkdyqzjwcgh29j9q3z28vsx,16486560754uqck,,10991040505uqck,1718496000,1671195600,"{length: 7729200, amount: 2747760123uqck}; {length: 2678400, amount: 915920042uqck}; {length: 2592000, amount: 915920042uqck}; {length: 2678400, amount: 915920042uqck}; {length: 2592000, amount: 915920042uqck}; {length: 2678400, amount: 915920042uqck}; {length: 2678400, amount: 915920042uqck}; {length: 2592000, amount: 915920042uqck}; {length: 2678400, amount: 915920042uqck}; {length: 2592000, amount: 915920042uqck}; {length: 2678400, amount: 915920042uqck}; {length: 2678400, amount: 915920042uqck}; {length: 2505600, amount: 915920042uqck}; {length: 2678400, amount: 915920042uqck}; {length: 2592000, amount: 915920042uqck}; {length: 2678400, amount: 915920043uqck}"
Periodic,quick16gqxprulnmyp49qap29hpd3875vs5ug0hx4s4p,3558958934uqck,,2361000000uqck,1718496000,1671195600,"{length: 7729200, amount: 593159820uqck}; {length: 2678400, amount: 197719940uqck}; {length: 2592000, amount: 197719940uqck}; {length: 2678400, amount: 197719940uqck}; {length: 2592000, amount: 197719940uqck}; {length: 2678400, amount: 197719940uqck}; {length: 2678400, amount: 197719940uqck}; {length: 2592000, amount: 197719940uqck}; {length: 2678400, amount: 197719940uqck}; {length: 2592000, amount: 197719940uqck}; {length: 2678400, amount: 197719940uqck}; {length: 2678400, amount: 197719940uqck}; {length: 2505600, amount: 197719940uqck}; {length: 2678400, amount: 197719940uqck}; {length: 2592000, amount: 197719940uqck}; {length: 2678400, amount: 197719954uqck}"
Periodic,quick16gwrpagxx3x0mkpxs8pcx2dy5s89wyv8a5rzgs,468901045uqck,,,1718496000,1671195600,"{length: 7729200, amount: 78150174uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2505600, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050059uqck}"
Periodic,quick162tq6dg2wszmzdhp2lw673cg7fx4cv4ne7lqll,5054753269uqck,,4212000000uqck,1718496000,1671195600,"{length: 7729200, amount: 842458878uqck}; {length: 2678400, amount: 280819626uqck}; {length: 2592000, amount: 280819626uqck}; {length: 2678400, amount: 280819626uqck}; {length: 2592000, amount: 280819626uqck}; {length: 2678400, amount: 280819626uqck}; {length: 2678400, amount: 280819626uqck}; {length: 2592000, amount: 280819626uqck}; {length: 2678400, amount: 280819626uqck}; {length: 2592000, amount: 280819626uqck}; {length: 2678400, amount: 280819626uqck}; {length: 2678400, amount: 280819626uqck}; {length: 2505600, amount: 280819626uqck}; {length: 2678400, amount: 280819626uqck}; {length: 2592000, amount: 280819626uqck}; {length: 2678400, amount: 280819627uqck}"
Periodic,quick162d3d8vvxyfwus5ef2q4lcw0ka23mx4m5afxyc,2166322829uqck,,,1718496000,1671195600,"{length: 7729200, amount: 361053804uqck}; {length: 2678400, amount: 120351268uqck}; {length: 2592000, amount: 120351268uqck}; {length: 2678400, amount: 120351268uqck}; {length: 2592000, amount: 120351268uqck}; {length: 2678400, amount: 120351268uqck}; {length: 2678400, amount: 120351268uqck}; {length: 2592000, amount: 120351268uqck}; {length: 2678400, amount: 120351268uqck}; {length: 2592000, amount: 120351268uqck}; {length: 2678400, amount: 120351268uqck}; {length: 2678400, amount: 120351268uqck}; {length: 2505600, amount: 120351268uqck}; {length: 2678400, amount: 120351268uqck}; {length: 2592000, amount: 120351268uqck}; {length: 2678400, amount: 120351273uqck}"
Periodic,quick162a8ppxj75eatzuwmmldu6yg4kgu3av6qf4sp9,468901045uqck,,468000000uqck,1718496000,1671195600,"{length: 7729200, amount: 78150174uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2505600, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050059uqck}"
Periodic,quick1606rkam82r98psc0hu8zha0hh9cz5e0yjsg4ly,14095165422uqck,,9398000000uqck,1718496000,1671195600,"{length: 7729200, amount: 2349194235uqck}; {length: 2678400, amount: 783064745uqck}; {length: 2592000, amount: 783064745uqck}; {length: 2678400, amount: 783064745uqck}; {length: 2592000, amount: 783064745uqck}; {length: 2678400, amount: 783064745uqck}; {length: 2678400, amount: 783064745uqck}; {length: 2592000, amount: 783064745uqck}; {length: 2678400, amount: 783064745uqck}; {length: 2592000, amount: 783064745uqck}; {length: 2678400, amount: 783064745uqck}; {length: 2678400, amount: 783064745uqck}; {length: 2505600, amount: 783064745uqck}; {length: 2678400, amount: 783064745uqck}; {length: 2592000, amount: 783064745uqck}; {length: 2678400, amount: 783064757uqck}"
Periodic,quick1606tx3lkrdqmj0tkrqjqhhrjqqjfcuatae4t4n,1406703136uqck,,910000000uqck,1718496000,1671195600,"{length: 7729200, amount: 234450522uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2592000, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2592000, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2592000, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2592000, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2505600, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2592000, amount: 78150174uqck}; {length: 2678400, amount: 78150178uqck}"
Periodic,quick16st43fk4wvekzk67ktgw0dyee4cz477fqcczez,937802091uqck,,,1718496000,1671195600,"{length: 7729200, amount: 156300348uqck}; {length: 2678400, amount: 52100116uqck}; {length: 2592000, amount: 52100116uqck}; {length: 2678400, amount: 52100116uqck}; {length: 2592000, amount: 52100116uqck}; {length: 2678400, amount: 52100116uqck}; {length: 2678400, amount: 52100116uqck}; {length: 2592000, amount: 52100116uqck}; {length: 2678400, amount: 52100116uqck}; {length: 2592000, amount: 52100116uqck}; {length: 2678400, amount: 52100116uqck}; {length: 2678400, amount: 52100116uqck}; {length: 2505600, amount: 52100116uqck}; {length: 2678400, amount: 52100116uqck}; {length: 2592000, amount: 52100116uqck}; {length: 2678400, amount: 52100119uqck}"
Periodic,quick16svna9r4566ew8crnrfjn44xjelxs000t0v004,468901045uqck,,,1718496000,1671195600,"{length: 7729200, amount: 78150174uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2505600, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050059uqck}"
Periodic,quick16sewvmwrtqupxxhm7yx2utg924rwlkfhxmcd2r,2363261268uqck,,1960000000uqck,1718496000,1671195600,"{length: 7729200, amount: 393876876uqck}; {length: 2678400, amount: 131292292uqck}; {length: 2592000, amount: 131292292uqck}; {length: 2678400, amount: 131292292uqck}; {length: 2592000, amount: 131292292uqck}; {length: 2678400, amount: 131292292uqck}; {length: 2678400, amount: 131292292uqck}; {length: 2592000, amount: 131292292uqck}; {length: 2678400, amount: 131292292uqck}; {length: 2592000, amount: 131292292uqck}; {length: 2678400, amount: 131292292uqck}; {length: 2678400, amount: 131292292uqck}; {length: 2505600, amount: 131292292uqck}; {length: 2678400, amount: 131292292uqck}; {length: 2592000, amount: 131292292uqck}; {length: 2678400, amount: 131292304uqck}"
Periodic,quick163vkmer793r5fsukfrwr64a0ul8wwc5f2kg968,468901045uqck,,,1718496000,1671195600,"{length: 7729200, amount: 78150174uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2505600, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050059uqck}"
